annee_numero_de_tirage;jour_de_tirage;date_de_tirage;date_de_forclusion;boule_1;boule_2;boule_3;boule_4;boule_5;numero_chance;combinaison_gagnante_en_ordre_croissant;nombre_de_gagnant_au_rang1;rapport_du_rang1;nombre_de_gagnant_au_rang2;rapport_du_rang2;nombre_de_gagnant_au_rang3;rapport_du_rang3;nombre_de_gagnant_au_rang4;rapport_du_rang4;nombre_de_gagnant_au_rang5;rapport_du_rang5;nombre_de_gagnant_au_rang6;rapport_du_rang6;nombre_de_gagnant_au_rang7;rapport_du_rang7;nombre_de_gagnant_au_rang8;rapport_du_rang8;nombre_de_gagnant_au_rang9;rapport_du_rang9;nombre_de_codes_gagnants;rapport_codes_gagnants;codes_gagnants;numero_jokerplus;devise;
2018001;MARDI   ;25/12/2018;24/02/2019;44;20;31;5;36;5;5-20-31-36-44+5;0;15000000;4;248000;94;6228,7;713;3232,1;4107;247,8;33375;126,7;61901;57,2;502554;30,2;870296;9,2;100;20000;B 3301 9976,Q 1278 6487,N 7443 5887,D 9928 1407,N 1691 6787,V 2624 5696,B 5386 3365,S 2165 5838,I 8136 8532,Q 3736 7362,L 1623 4578,K 6382 7649,M 3102 1469,E 8466 3881,U 6545 1591,H 1111 1259,S 9534 2592,O 8300 1183,C 4769 4968,J 0487 5069,C 5586 2642,V 1008 7669,R 9351 9838,B 3531 5580,E 5612 0442,R 9001 9290,B 8451 4689,P 8225 8611,A 3675 0709,B 1975 1209,V 8125 2135,V 1615 8050,R 9850 0303,S 0394 0556,N 6807 0373,V 8239 7170,C 4127 0674,G 8860 7733,C 3257 4862,C 3290 0701,E 8225 5691,M 6466 3106,D 0388 9334,C 2544 6783,N 1280 7261,P 1874 3344,J 1705 8301,T 9694 9011,B 2207 1228,J 4839 7917,L 2106 5384,Q 5189 3092,T 4580 7748,M 1529 2384,F 6083 1446,I 3360 1867,N 3132 5560,B 8630 6011,G 7527 2100,A 9292 0247,E 7445 0032,B 3457 3309,A 1747 9874,G 8758 0733,M 7626 5953,K 3181 8739,C 2045 1935,L 7385 7423,L 4426 3333,C 0007 5767,P 4150 8786,Q 9093 2878,S 7141 8653,L 3445 2405,I 2089 1805,K 9284 4090,L 6234 1303,B 1227 5473,T 2977 1535,Q 8804 3724,V 4742 1702,D 3946 5861,M 0802 4522,B 5765 5697,N 3823 7063,T 4697 9740,B 5027 6206,F 8154 6848,D 0560 2591,O 2496 7731,M 6530 8289,B 7889 5603,G 2798 1806,Q 5493 2629,H 7296 9722,V 4234 8466,B 2379 0233,Q 3263 8780,T 7322 2852,U 6701 0670;6 513 065;eur;
2017001;VENDREDI;22/12/2017;21/02/2018;21;29;10;34;20;9;10-20-21-29-34+9;0;20000000;0;200000;74;10540,5;663;3549,7;3459;275,7;31769;137,5;51260;73,8;471623;36,6;678474;12,3;100;20000;A 6932 9989,M 8843 9836,E 5279 0788,V 8228 2618,U 4972 8800,H 5339 5734,U 4388 9026,G 1932 6510,P 7867 1141,P 4615 3659,D 2724 7601,O 6682 7000,N 7837 1742,I 6516 5590,D 5006 5288,C 9177 9170,Q 2009 5316,K 8902 9284,O 8738 3858,A 3801 3312,V 8223 3604,E 0477 1832,G 6599 3494,N 7135 7940,S 2641 2230,O 9796 2926,L 6875 1670,U 5307 4979,M 8585 4379,L 5524 2288,G 6429 1298,L 6502 7018,N 2375 7415,A 5970 2316,V 8215 0266,L 6070 2660,J 0429 9136,A 5588 3569,M 1270 7916,Q 7662 1820,D 2730 1485,U 0623 0247,G 7285 1127,B 1936 9302,V 2332 0779,I 6656 3879,G 8901 0494,R 0395 9788,H 3545 6067,O 6884 5294,Q 8935 1912,T 1841 2086,G 7407 9743,D 8150 0416,M 1804 0763,V 8105 9209,Q 5448 2780,E 3025 3716,P 6630 2695,D 4846 8606,E 9592 7906,D 5765 0240,U 1239 1213,C 2682 1309,K 3556 9538,T 8342 5462,A 4821 6297,K 2517 2813,V 8215 4192,S 9223 7042,P 5849 5301,B 3509 2390,K 0714 7212,E 8579 2824,S 7630 7952,S 1097 4874,L 6522 3107,E 6403 9212,D 6404 8698,U 2969 6423,V 4024 5377,F 4714 8090,J 0209 7037,O 9037 0877,T 1760 1900,E 6873 0350,V 8227 8952,U 5918 4880,V 0127 4560,I 7104 1732,T 5261 2801,V 8227 9357,T 3778 0405,J 5458 0832,H 3922 1601,L 0103 7041,O 4749 8439,Q 5827 6542,P 1753 6504,T 0739 3052;7 144 776;eur;
