annee_numero_de_tirage;jour_de_tirage;date_de_tirage;date_de_forclusion;boule_1;boule_2;boule_3;boule_4;boule_5;numero_chance;combinaison_gagnante_en_ordre_croissant;nombre_de_gagnant_au_rang1;rapport_du_rang1;nombre_de_gagnant_au_rang2;rapport_du_rang2;nombre_de_gagnant_au_rang3;rapport_du_rang3;nombre_de_gagnant_au_rang4;rapport_du_rang4;nombre_de_gagnant_au_rang5;rapport_du_rang5;nombre_de_gagnant_au_rang6;rapport_du_rang6;nombre_de_gagnant_au_rang7;rapport_du_rang7;nombre_de_gagnant_au_rang8;rapport_du_rang8;nombre_de_gagnant_au_rang9;rapport_du_rang9;nombre_de_codes_gagnants;rapport_codes_gagnants;codes_gagnants;numero_jokerplus;devise;
2019131;SAMEDI  ;02/11/2019;02/01/2020;41;1;18;16;13;3;1-13-16-18-41+3;0;10000000;0;100000;107;1000;764;500;3095;50;26407;20;42456;10;355666;5;514899;2,2;10;20000;S 7575 9018,L 4733 4748,F 4750 6953,E 9002 2126,C 2856 2591,U 4179 3024,Q 1045 8930,C 8932 9146,W 1975 9673,D 2346 1591;4 731 738;eur;
2019130;MERCREDI;30/10/2019;30/12/2019;46;13;48;2;22;1;2-13-22-46-48+1;0;9000000;1;100000;35;1000;371;500;1510;50;17862;20;21631;10;256767;5;282563;2,2;10;20000;J 6665 7233,V 2466 6648,G 5586 5434,C 1036 4388,I 3090 3606,N 9920 6725,F 1697 8330,S 0474 6617,P 5737 5895,L 3334 9593;1 651 848;frf;
